Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,Location,Online_Offline,Online_Store,Category,Item_Purchased,Brand,Color,Size,Quantity,Purchase_Amount_,Discount_Pct,Festival_Sale,Shipping_Charge_,Delivery_Speed,Delivery_Time_Days,Subscription_Status,Payment_Method,Review_Rating,Return_Status,Previous_Purchases,Frequency_of_Purchases,Age_Group,Total_Purchase_Amount_,Net_Revenue_
TXN502064,CUST100668,2023-04-18,56,Female,Kolkata,Online,Flipkart,Footwear,Running Shoes,Bata,Brown,11,3,5037,44,Regular Day,0,Express,4,No,Debit Card,3,Not Returned,1,Fortnightly,Gen X (41-60),15111,15111
TXN508511,CUST102738,2023-04-18,38,Male,Mumbai,Online,Flipkart,Clothing,Shirt,Levis,Yellow,M,1,2950,51,Regular Day,0,Standard,4,No,UPI,4,Not Returned,0,Monthly,Millennials (26-40),2950,2950
TXN505943,CUST101937,2023-04-18,41,Female,Pune,Online,Amazon,Clothing,Dress,Allen Solly,Beige,L,1,1197,46,Regular Day,99,Same Day,1,Yes,UPI,4,Returned,0,Fortnightly,Gen X (41-60),1197,1296
TXN506453,CUST102127,2023-04-18,44,Male,Kochi,Online,Flipkart,Clothing,T-shirt,Max,Pink,M,1,468,22,Regular Day,0,Standard,7,No,UPI,4,Not Returned,1,Monthly,Gen X (41-60),468,468
TXN502289,CUST100746,2023-04-18,40,Female,Visakhapatnam,Offline,N/A - Offline,Clothing,Shorts,US Polo,Blue,M,1,1018,60,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,5,Not Returned,0,Quarterly,Millennials (26-40),1018,1018
TXN503737,CUST101215,2023-04-18,22,Female,Delhi,Offline,N/A - Offline,Footwear,Boots,H&M,Grey,10,1,1539,42,Regular Day,0,N/A - Offline,0,No,UPI,5,Returned,0,Fortnightly,Gen Z (18-25),1539,1539
TXN504804,CUST101598,2023-04-18,53,Male,Pune,Online,Ajio,Clothing,Jeans,H&M,Green,L,2,2260,54,Regular Day,49,Express,3,No,UPI,3,Not Returned,1,Fortnightly,Gen X (41-60),4520,4569
TXN505637,CUST101832,2023-04-18,42,Female,Nagpur,Offline,N/A - Offline,Accessories,Bag,Zara,Black,Free Size,1,2483,40,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,2,Weekly,Gen X (41-60),2483,2483
TXN502082,CUST100676,2023-04-18,42,Female,Bangalore,Online,Flipkart,Footwear,Sandals,Bata,Beige,9,1,1656,66,Regular Day,149,Express,3,No,UPI,4,Not Returned,0,Fortnightly,Gen X (41-60),1656,1805
TXN508826,CUST102827,2023-04-18,57,Male,Kochi,Online,Meesho,Accessories,Backpack,HRX,Navy,Free Size,1,330,48,Regular Day,49,Express,3,No,Debit Card,3,Not Returned,1,Fortnightly,Gen X (41-60),330,379
TXN504004,CUST101325,2023-04-18,25,Female,Hyderabad,Offline,N/A - Offline,Accessories,Bag,Bata,Blue,Free Size,2,1480,48,Regular Day,0,N/A - Offline,0,No,Credit Card,5,Not Returned,1,Fortnightly,Gen Z (18-25),2960,2960
TXN503270,CUST101048,2023-04-18,46,Female,Mumbai,Online,Meesho,Footwear,Sneakers,Max,Red,9,1,677,39,Regular Day,149,Standard,5,No,UPI,3,Returned,1,Rarely,Gen X (41-60),677,826
TXN506210,CUST102051,2023-04-19,30,Male,Chennai,Online,Flipkart,Footwear,Sandals,Campus,Green,6,1,1530,31,Regular Day,0,Standard,6,Yes,UPI,5,Not Returned,3,Weekly,Millennials (26-40),1530,1530
TXN500291,CUST100074,2023-04-19,46,Female,Kolkata,Offline,N/A - Offline,Footwear,Sandals,Puma,Green,11,1,4591,32,Regular Day,0,N/A - Offline,0,No,Debit Card,4,Not Returned,2,Weekly,Gen X (41-60),4591,4591
TXN506849,CUST102242,2023-04-19,37,Female,Delhi,Offline,N/A - Offline,Clothing,Shorts,H&M,Blue,L,1,1058,55,Regular Day,0,N/A - Offline,0,Yes,Wallet,5,Not Returned,0,Quarterly,Millennials (26-40),1058,1058
TXN504139,CUST101361,2023-04-19,20,Female,Pune,Online,Amazon,Clothing,Dress,Allen Solly,Beige,M,1,654,55,Regular Day,149,Standard,8,No,UPI,4,Not Returned,4,Weekly,Gen Z (18-25),654,803
TXN504508,CUST101502,2023-04-19,27,Female,Kolkata,Online,Ajio,Footwear,Slippers,HRX,Pink,7,1,2180,36,Regular Day,0,Same Day,1,No,UPI,5,Not Returned,2,Weekly,Millennials (26-40),2180,2180
TXN507127,CUST102338,2023-04-19,19,Male,Lucknow,Online,Myntra,Clothing,Saree,Bewakoof,Red,S,3,1323,22,Regular Day,0,Standard,7,Yes,Credit Card,3,Not Returned,1,Fortnightly,Gen Z (18-25),3969,3969
TXN508471,CUST102730,2023-04-19,58,Male,Mumbai,Online,Amazon,Clothing,T-shirt,Puma,Brown,L,1,3068,56,Regular Day,0,Express,4,No,UPI,3,Returned,0,Weekly,Gen X (41-60),3068,3068
TXN508716,CUST102801,2023-04-19,36,Female,Visakhapatnam,Online,Flipkart,Clothing,Shorts,Puma,Blue,L,1,1664,50,Regular Day,0,Express,2,Yes,UPI,3,Returned,0,Fortnightly,Millennials (26-40),1664,1664
TXN504179,CUST101371,2023-04-19,32,Female,Chennai,Online,Amazon,Footwear,Sandals,Zara,Red,9,1,4858,25,Regular Day,99,Standard,7,Yes,Wallet,5,Not Returned,2,Fortnightly,Millennials (26-40),4858,4957
TXN505815,CUST101891,2023-04-19,28,Male,Delhi,Online,Flipkart,Accessories,Wallet,Max,Grey,Not Applicable,1,273,47,Regular Day,199,Express,4,No,Cash on Delivery,4,Not Returned,0,Fortnightly,Millennials (26-40),273,472
TXN505696,CUST101852,2023-04-19,37,Male,Jaipur,Online,Flipkart,Clothing,Trousers,Bewakoof,Black,M,3,1410,30,Regular Day,199,Standard,7,No,UPI,4,Not Returned,0,Fortnightly,Millennials (26-40),4230,4429
TXN501818,CUST100597,2023-04-20,50,Male,Hyderabad,Online,Amazon,Footwear,Sneakers,Bata,Green,11,4,2730,28,Regular Day,0,Express,2,No,Cash on Delivery,5,Returned,0,Rarely,Gen X (41-60),10920,10920
TXN505828,CUST101900,2023-04-20,40,Male,Bangalore,Offline,N/A - Offline,Clothing,Jeans,Allen Solly,Black,L,2,1798,37,Regular Day,0,N/A - Offline,0,Yes,EMI,3,Not Returned,0,Rarely,Millennials (26-40),3596,3596
TXN500217,CUST100054,2023-04-20,38,Female,Delhi,Online,Amazon,Footwear,Sneakers,Max,Red,7,2,3715,34,Regular Day,199,Express,2,No,UPI,5,Not Returned,1,Fortnightly,Millennials (26-40),7430,7629
TXN509193,CUST102939,2023-04-20,25,Male,Chennai,Online,Myntra,Footwear,Boots,Puma,Blue,7,1,4792,29,Regular Day,0,Standard,4,No,UPI,5,Not Returned,2,Weekly,Gen Z (18-25),4792,4792
TXN506437,CUST102121,2023-04-20,58,Male,Gurgaon,Online,Flipkart,Clothing,Hoodie,Roadster,Yellow,M,1,1042,56,Regular Day,99,Standard,4,Yes,Debit Card,5,Not Returned,0,Fortnightly,Gen X (41-60),1042,1141
TXN509498,CUST103022,2023-04-21,34,Female,Hyderabad,Online,Myntra,Clothing,Dress,Bewakoof,Beige,XS,2,1313,43,Regular Day,79,Express,4,No,Net Banking,5,Returned,1,Weekly,Millennials (26-40),2626,2705
TXN503050,CUST100985,2023-04-21,45,Male,Chandigarh,Online,Amazon,Footwear,Formal Shoes,H&M,Yellow,11,1,1376,24,Regular Day,49,Standard,5,No,Net Banking,4,Returned,1,Weekly,Gen X (41-60),1376,1425
TXN504477,CUST101490,2023-04-21,29,Female,Chandigarh,Offline,N/A - Offline,Accessories,Sunglasses,Zara,Yellow,Not Applicable,1,2622,29,Regular Day,0,N/A - Offline,0,No,UPI,3,Not Returned,0,Quarterly,Millennials (26-40),2622,2622
TXN501216,CUST100366,2023-04-21,37,Female,Chennai,Online,Amazon,Clothing,Jeans,H&M,Navy,L,1,1104,32,Regular Day,79,Express,4,Yes,UPI,4,Not Returned,1,Monthly,Millennials (26-40),1104,1183
TXN504799,CUST101595,2023-04-21,24,Male,Noida,Online,Ajio,Clothing,Hoodie,Allen Solly,Beige,XXL,1,559,27,Regular Day,0,Standard,6,No,Credit Card,3,Returned,0,Fortnightly,Gen Z (18-25),559,559
TXN502166,CUST100705,2023-04-21,41,Male,Chennai,Offline,N/A - Offline,Clothing,Dress,US Polo,Yellow,M,1,1110,36,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,1,Fortnightly,Gen X (41-60),1110,1110
TXN506969,CUST102283,2023-04-21,51,Male,Bangalore,Online,Myntra,Footwear,Sandals,Max,Brown,10,2,1509,70,Regular Day,49,Express,3,No,UPI,4,Not Returned,1,Monthly,Gen X (41-60),3018,3067
TXN506558,CUST102157,2023-04-21,44,Male,Pune,Online,Flipkart,Footwear,Sandals,H&M,Blue,8,1,1490,26,Regular Day,0,Standard,6,No,Debit Card,2,Returned,0,Rarely,Gen X (41-60),1490,1490
TXN505517,CUST101790,2023-04-21,42,Male,Bangalore,Online,Amazon,Clothing,Jacket,Zara,Beige,M,2,4840,30,Regular Day,0,Standard,5,Yes,Net Banking,5,Not Returned,0,Monthly,Gen X (41-60),9680,9680
TXN506179,CUST102042,2023-04-21,49,Female,Chandigarh,Online,Meesho,Footwear,Running Shoes,Max,Navy,7,1,884,57,Regular Day,99,Express,2,No,Debit Card,5,Not Returned,1,Weekly,Gen X (41-60),884,983
TXN507528,CUST102457,2023-04-21,57,Female,Kochi,Online,Ajio,Clothing,Hoodie,Levis,Beige,M,1,2907,49,Regular Day,0,Standard,8,Yes,Debit Card,4,Not Returned,1,Monthly,Gen X (41-60),2907,2907
TXN501352,CUST100424,2023-04-22,35,Male,Kolkata,Online,Amazon,Clothing,T-shirt,Levis,Yellow,XL,1,3036,29,Regular Day,99,Standard,7,No,Debit Card,3,Not Returned,0,Rarely,Millennials (26-40),3036,3135
TXN500909,CUST100256,2023-04-22,46,Male,Pune,Online,Flipkart,Clothing,Jacket,Zara,Blue,S,1,499,52,Regular Day,0,Standard,6,No,Debit Card,5,Not Returned,0,Monthly,Gen X (41-60),499,499
TXN503481,CUST101118,2023-04-22,48,Male,Nagpur,Online,Ajio,Clothing,Trousers,Zara,Blue,M,3,4902,43,Regular Day,99,Express,2,No,UPI,5,Not Returned,0,Quarterly,Gen X (41-60),14706,14805
TXN501941,CUST100633,2023-04-22,33,Female,Chennai,Online,Flipkart,Footwear,Formal Shoes,Campus,Navy,11,2,1624,47,Regular Day,0,Standard,8,No,Credit Card,5,Not Returned,2,Weekly,Millennials (26-40),3248,3248
TXN506706,CUST102207,2023-04-22,53,Female,Delhi,Online,Myntra,Clothing,Dress,Max,Beige,L,1,316,34,Regular Day,0,Express,3,Yes,UPI,5,Not Returned,1,Weekly,Gen X (41-60),316,316
TXN503486,CUST101120,2023-04-22,18,Male,Kolkata,Online,Myntra,Accessories,Cap,Bewakoof,Beige,Free Size,1,273,22,Regular Day,149,Standard,8,No,UPI,4,Returned,1,Fortnightly,Gen Z (18-25),273,422
TXN501792,CUST100592,2023-04-22,28,Female,Visakhapatnam,Offline,N/A - Offline,Accessories,Bag,Levis,Beige,Free Size,1,1966,65,Regular Day,0,N/A - Offline,0,No,Credit Card,4,Not Returned,1,Weekly,Millennials (26-40),1966,1966
TXN501253,CUST100383,2023-04-22,28,Male,Jaipur,Online,Flipkart,Accessories,Cap,Bata,Navy,Free Size,1,288,56,Regular Day,0,Same Day,1,Yes,Cash on Delivery,5,Not Returned,0,Weekly,Millennials (26-40),288,288
TXN507325,CUST102393,2023-04-22,27,Male,Kolkata,Online,Meesho,Clothing,Shorts,Puma,Green,M,2,4942,50,Regular Day,0,Express,4,No,UPI,5,Not Returned,0,Weekly,Millennials (26-40),9884,9884
TXN500812,CUST100221,2023-04-22,37,Male,Surat,Online,Amazon,Accessories,Watch,Bewakoof,Green,Not Applicable,1,310,38,Regular Day,149,Standard,6,No,UPI,3,Not Returned,4,Weekly,Millennials (26-40),310,459
TXN509037,CUST102886,2023-04-23,57,Female,Kolkata,Online,Myntra,Clothing,Dress,Allen Solly,Pink,XL,1,1018,23,Regular Day,0,Standard,7,No,Wallet,3,Not Returned,0,Quarterly,Gen X (41-60),1018,1018
TXN508446,CUST102723,2023-04-23,33,Male,Mumbai,Online,Amazon,Clothing,T-shirt,US Polo,Beige,M,2,1397,32,Regular Day,79,Standard,6,Yes,UPI,3,Not Returned,0,Monthly,Millennials (26-40),2794,2873
TXN504145,CUST101363,2023-04-23,26,Female,Pune,Online,Flipkart,Accessories,Bag,Zara,Grey,Free Size,1,2500,42,Regular Day,0,Standard,8,No,Debit Card,4,Not Returned,1,Weekly,Millennials (26-40),2500,2500
TXN502076,CUST100674,2023-04-23,44,Female,Jaipur,Online,Myntra,Clothing,Saree,Max,Blue,S,3,1440,59,Regular Day,0,Standard,5,Yes,UPI,5,Returned,0,Fortnightly,Gen X (41-60),4320,4320
TXN502001,CUST100649,2023-04-23,53,Male,Chennai,Online,Ajio,Clothing,Shirt,Levis,White,L,1,3302,60,Regular Day,0,Same Day,1,No,UPI,5,Not Returned,2,Weekly,Gen X (41-60),3302,3302
TXN507962,CUST102583,2023-04-23,45,Male,Delhi,Offline,N/A - Offline,Accessories,Belt,Roadster,Pink,Not Applicable,3,2790,64,Regular Day,0,N/A - Offline,0,No,Debit Card,5,Not Returned,0,Weekly,Gen X (41-60),8370,8370
TXN507920,CUST102565,2023-04-23,36,Male,Mumbai,Online,Amazon,Footwear,Sandals,US Polo,Pink,11,1,2236,48,Regular Day,79,Standard,8,No,Wallet,5,Not Returned,5,Weekly,Millennials (26-40),2236,2315
TXN502798,CUST100909,2023-04-23,21,Female,Pune,Offline,N/A - Offline,Footwear,Sandals,Zara,Navy,9,1,3043,56,Regular Day,0,N/A - Offline,0,Yes,UPI,4,Not Returned,0,Quarterly,Gen Z (18-25),3043,3043
TXN508238,CUST102659,2023-04-23,24,Male,Ahmedabad,Online,Amazon,Clothing,T-shirt,Allen Solly,Pink,XS,1,1007,57,Regular Day,0,Standard,5,No,UPI,5,Not Returned,4,Weekly,Gen Z (18-25),1007,1007
TXN502625,CUST100855,2023-04-23,53,Female,Bangalore,Online,Shein,Footwear,Sneakers,Puma,Brown,8,1,2353,26,Regular Day,0,Express,3,Yes,Debit Card,3,Returned,1,Fortnightly,Gen X (41-60),2353,2353
TXN501620,CUST100523,2023-04-23,52,Male,Delhi,Online,Ajio,Accessories,Wallet,Zara,Grey,Not Applicable,3,8482,36,Regular Day,149,Express,4,No,UPI,5,Not Returned,0,Rarely,Gen X (41-60),25446,25595
TXN507015,CUST102304,2023-04-23,56,Male,Hyderabad,Online,Ajio,Clothing,Jacket,US Polo,Beige,M,1,1251,66,Regular Day,0,Standard,8,No,UPI,5,Not Returned,0,Quarterly,Gen X (41-60),1251,1251
TXN508114,CUST102617,2023-04-23,20,Male,Nagpur,Offline,N/A - Offline,Clothing,T-shirt,Zara,Blue,S,1,2705,59,Regular Day,0,N/A - Offline,0,No,EMI,4,Not Returned,0,Fortnightly,Gen Z (18-25),2705,2705
TXN509681,CUST103086,2023-04-24,25,Male,Hyderabad,Online,Myntra,Clothing,Jacket,Puma,Brown,S,1,2247,68,Regular Day,199,Same Day,1,No,UPI,4,Returned,5,Weekly,Gen Z (18-25),2247,2446
TXN504190,CUST101374,2023-04-24,55,Male,Chennai,Online,Amazon,Clothing,Trousers,Allen Solly,Blue,L,1,795,45,Regular Day,49,Standard,4,No,Debit Card,5,Not Returned,0,Quarterly,Gen X (41-60),795,844
TXN504446,CUST101477,2023-04-24,34,Female,Ahmedabad,Online,Myntra,Clothing,Dress,H&M,Grey,XS,1,428,48,Regular Day,149,Standard,7,No,EMI,5,Not Returned,1,Weekly,Millennials (26-40),428,577
TXN502144,CUST100701,2023-04-24,43,Female,Kolkata,Online,Meesho,Footwear,Sandals,Campus,Brown,8,1,442,27,Regular Day,199,Express,4,No,UPI,4,Not Returned,1,Weekly,Gen X (41-60),442,641
TXN501310,CUST100406,2023-04-24,36,Male,Delhi,Online,Ajio,Clothing,Jeans,H&M,Blue,S,1,996,24,Regular Day,0,Standard,4,Yes,UPI,4,Not Returned,0,Quarterly,Millennials (26-40),996,996
TXN500376,CUST100092,2023-04-24,53,Male,Chennai,Online,Myntra,Clothing,T-shirt,H&M,Black,L,1,1143,30,Regular Day,199,Standard,5,Yes,Credit Card,5,Not Returned,0,Fortnightly,Gen X (41-60),1143,1342
TXN503477,CUST101116,2023-04-24,59,Male,Gurgaon,Offline,N/A - Offline,Accessories,Wallet,Bata,Grey,Not Applicable,1,715,64,Regular Day,0,N/A - Offline,0,Yes,EMI,4,Not Returned,0,Fortnightly,Gen X (41-60),715,715
TXN504542,CUST101513,2023-04-24,31,Female,Mumbai,Online,Amazon,Clothing,Jeans,Max,Navy,M,1,451,51,Regular Day,99,Standard,4,No,UPI,5,Not Returned,2,Weekly,Millennials (26-40),451,550
TXN503492,CUST101125,2023-04-24,53,Female,Mumbai,Online,Amazon,Clothing,Jeans,Nike,Navy,XL,3,9109,30,Regular Day,0,Standard,4,No,Credit Card,5,Not Returned,0,Fortnightly,Gen X (41-60),27327,27327
TXN503439,CUST101112,2023-04-24,26,Male,Kolkata,Online,Myntra,Clothing,Hoodie,US Polo,Green,S,1,608,25,Regular Day,49,Standard,5,No,Debit Card,4,Not Returned,1,Weekly,Millennials (26-40),608,657
TXN503529,CUST101135,2023-04-24,20,Male,Pune,Offline,N/A - Offline,Footwear,Slippers,Campus,White,8,1,604,57,Regular Day,0,N/A - Offline,0,No,Debit Card,4,Not Returned,1,Weekly,Gen Z (18-25),604,604
TXN501805,CUST100595,2023-04-24,51,Female,Chennai,Offline,N/A - Offline,Footwear,Slippers,HRX,Pink,7,1,668,55,Regular Day,0,N/A - Offline,0,No,UPI,3,Returned,2,Weekly,Gen X (41-60),668,668
TXN507178,CUST102353,2023-04-24,37,Female,Pune,Online,Myntra,Footwear,Sandals,Bata,Beige,11,3,7533,57,Regular Day,0,Standard,7,No,Net Banking,2,Not Returned,3,Fortnightly,Millennials (26-40),22599,22599
TXN502741,CUST100886,2023-04-24,20,Female,Delhi,Online,Myntra,Footwear,Slippers,Nike,Pink,6,1,2890,58,Regular Day,49,Standard,5,Yes,Cash on Delivery,5,Not Returned,1,Fortnightly,Gen Z (18-25),2890,2939
TXN505183,CUST101694,2023-04-24,24,Male,Surat,Offline,N/A - Offline,Footwear,Running Shoes,Zara,Black,7,1,765,66,Regular Day,0,N/A - Offline,0,No,Debit Card,3,Not Returned,0,Fortnightly,Gen Z (18-25),765,765
TXN500730,CUST100198,2023-04-25,32,Female,Hyderabad,Offline,N/A - Offline,Accessories,Watch,Roadster,Pink,Not Applicable,1,950,50,Regular Day,0,N/A - Offline,0,No,UPI,3,Not Returned,3,Weekly,Millennials (26-40),950,950
TXN505090,CUST101674,2023-04-25,48,Female,Mumbai,Online,Flipkart,Accessories,Cap,HRX,Pink,Free Size,4,856,47,Regular Day,0,Standard,4,No,Credit Card,5,Not Returned,0,Fortnightly,Gen X (41-60),3424,3424
TXN505481,CUST101781,2023-04-25,32,Female,Pune,Online,Myntra,Clothing,Jeans,Bewakoof,Yellow,L,2,1129,60,Regular Day,149,Express,4,No,Debit Card,4,Not Returned,0,Rarely,Millennials (26-40),2258,2407
TXN508448,CUST102724,2023-04-25,51,Male,Bangalore,Online,Meesho,Clothing,T-shirt,Puma,Blue,L,1,2163,52,Regular Day,0,Standard,7,No,UPI,4,Not Returned,0,Fortnightly,Gen X (41-60),2163,2163
TXN503810,CUST101248,2023-04-25,31,Female,Bangalore,Online,Flipkart,Clothing,Kurta,Levis,Yellow,XS,4,9652,56,Regular Day,99,Standard,8,No,EMI,3,Not Returned,0,Fortnightly,Millennials (26-40),38608,38707
TXN504618,CUST101542,2023-04-25,21,Female,Nagpur,Offline,N/A - Offline,Clothing,Saree,Puma,Navy,XXL,1,2264,68,Regular Day,0,N/A - Offline,0,No,Credit Card,3,Returned,1,Fortnightly,Gen Z (18-25),2264,2264
TXN503090,CUST100994,2023-04-25,40,Male,Noida,Online,Shein,Clothing,Jacket,H&M,Beige,S,1,1130,45,Regular Day,99,Standard,8,No,UPI,3,Not Returned,1,Quarterly,Millennials (26-40),1130,1229
TXN503306,CUST101069,2023-04-25,18,Male,Bangalore,Online,Myntra,Clothing,Dress,Max,Yellow,XXL,1,339,30,Regular Day,0,Standard,7,No,Debit Card,4,Not Returned,1,Fortnightly,Gen Z (18-25),339,339
TXN500550,CUST100136,2023-04-25,43,Female,Chennai,Online,Meesho,Accessories,Cap,Max,Beige,Free Size,1,267,53,Regular Day,99,Same Day,1,No,UPI,3,Not Returned,2,Weekly,Gen X (41-60),267,366
TXN502217,CUST100727,2023-04-25,21,Male,Bangalore,Online,Myntra,Clothing,Trousers,Levis,Blue,XL,1,2219,57,Regular Day,0,Standard,7,No,Credit Card,4,Not Returned,1,Monthly,Gen Z (18-25),2219,2219
TXN508335,CUST102687,2023-04-25,41,Male,Delhi,Online,Shein,Clothing,Shirt,Allen Solly,Grey,M,1,1114,33,Regular Day,79,Express,4,No,UPI,5,Not Returned,0,Monthly,Gen X (41-60),1114,1193
TXN500605,CUST100154,2023-04-25,36,Male,Bangalore,Online,Flipkart,Footwear,Formal Shoes,H&M,Black,11,1,2178,30,Regular Day,0,Express,2,No,UPI,2,Not Returned,1,Quarterly,Millennials (26-40),2178,2178
TXN502373,CUST100763,2023-04-25,57,Female,Mumbai,Offline,N/A - Offline,Clothing,Saree,Puma,Beige,XL,1,3346,53,Regular Day,0,N/A - Offline,0,No,UPI,5,Not Returned,0,Fortnightly,Gen X (41-60),3346,3346
TXN509931,CUST103172,2023-04-25,36,Male,Kolkata,Online,Ajio,Footwear,Sandals,US Polo,Blue,8,1,1372,50,Regular Day,199,Standard,7,No,UPI,2,Not Returned,4,Fortnightly,Millennials (26-40),1372,1571
TXN503589,CUST101152,2023-04-25,36,Female,Kolkata,Online,Flipkart,Footwear,Boots,US Polo,Beige,10,2,3717,66,Regular Day,99,Express,2,No,Credit Card,4,Not Returned,0,Quarterly,Millennials (26-40),7434,7533
TXN503404,CUST101097,2023-04-25,49,Male,Surat,Offline,N/A - Offline,Clothing,Shirt,H&M,Blue,S,1,1354,54,Regular Day,0,N/A - Offline,0,No,Net Banking,4,Not Returned,0,Fortnightly,Gen X (41-60),1354,1354
TXN505585,CUST101816,2023-04-26,27,Female,Chennai,Online,Myntra,Accessories,Belt,Puma,White,Not Applicable,2,3680,24,Regular Day,0,Same Day,1,Yes,Net Banking,4,Not Returned,1,Weekly,Millennials (26-40),7360,7360
TXN507167,CUST102349,2023-04-26,39,Male,Pune,Online,Meesho,Footwear,Slippers,HRX,Brown,9,1,861,67,Regular Day,0,Standard,7,No,UPI,4,Not Returned,0,Fortnightly,Millennials (26-40),861,861
TXN502502,CUST100802,2023-04-26,39,Female,Kochi,Offline,N/A - Offline,Footwear,Formal Shoes,Zara,Pink,7,1,4707,45,Regular Day,0,N/A - Offline,0,Yes,EMI,4,Not Returned,1,Monthly,Millennials (26-40),4707,4707
TXN507611,CUST102488,2023-04-26,40,Male,Pune,Offline,N/A - Offline,Footwear,Boots,H&M,Yellow,7,3,3315,24,Regular Day,0,N/A - Offline,0,No,UPI,4,Not Returned,1,Weekly,Millennials (26-40),9945,9945
TXN507901,CUST102563,2023-04-26,35,Male,Indore,Online,Flipkart,Accessories,Sunglasses,Bewakoof,Blue,Not Applicable,2,470,65,Regular Day,0,Same Day,1,Yes,Debit Card,5,Not Returned,1,Monthly,Millennials (26-40),940,940
TXN508288,CUST102673,2023-04-26,25,Female,Kolkata,Online,Flipkart,Clothing,Saree,Puma,White,M,1,2232,42,Regular Day,199,Standard,6,No,Wallet,4,Not Returned,0,Monthly,Gen Z (18-25),2232,2431
TXN501419,CUST100454,2023-04-26,43,Male,Noida,Offline,N/A - Offline,Footwear,Sneakers,Campus,Brown,10,1,752,27,Regular Day,0,N/A - Offline,0,Yes,Wallet,4,Not Returned,0,Monthly,Gen X (41-60),752,752
TXN503418,CUST101102,2023-04-26,56,Male,Mumbai,Online,Ajio,Footwear,Boots,US Polo,Black,8,1,790,34,Regular Day,149,Express,3,No,Cash on Delivery,5,Not Returned,0,Monthly,Gen X (41-60),790,939
TXN508534,CUST102741,2023-04-26,22,Male,Chennai,Online,Ajio,Footwear,Sneakers,H&M,Beige,7,1,1683,24,Regular Day,0,Standard,7,No,UPI,4,Not Returned,2,Fortnightly,Gen Z (18-25),1683,1683
TXN508835,CUST102828,2023-04-26,44,Male,Delhi,Online,Myntra,Footwear,Formal Shoes,Puma,Green,9,1,488,44,Regular Day,49,Standard,7,No,UPI,4,Not Returned,2,Fortnightly,Gen X (41-60),488,537
TXN506927,CUST102274,2023-04-26,25,Female,Gurgaon,Online,Myntra,Clothing,Dress,Bewakoof,Black,M,2,940,34,Regular Day,199,Standard,6,Yes,Credit Card,3,Not Returned,2,Weekly,Gen Z (18-25),1880,2079
TXN509400,CUST102993,2023-04-26,53,Male,Chennai,Online,Amazon,Clothing,Trousers,Bewakoof,White,L,2,619,44,Regular Day,0,Express,3,Yes,UPI,3,Not Returned,1,Fortnightly,Gen X (41-60),1238,1238
TXN502145,CUST100701,2023-04-26,43,Female,Kolkata,Online,Shein,Clothing,Saree,H&M,Navy,XL,1,815,56,Regular Day,79,Standard,7,No,UPI,3,Not Returned,2,Weekly,Gen X (41-60),815,894
TXN504990,CUST101647,2023-04-26,45,Female,Kolkata,Online,Flipkart,Clothing,Shorts,Puma,Pink,XS,1,2365,67,Regular Day,79,Standard,7,No,Debit Card,3,Not Returned,5,Weekly,Gen X (41-60),2365,2444
TXN501539,CUST100500,2023-04-26,22,Female,Pune,Offline,N/A - Offline,Footwear,Sandals,US Polo,Beige,7,4,12531,57,Regular Day,0,N/A - Offline,0,Yes,Wallet,4,Not Returned,1,Fortnightly,Gen Z (18-25),50124,50124
TXN508989,CUST102871,2023-04-27,58,Male,Mumbai,Offline,N/A - Offline,Clothing,T-shirt,H&M,Grey,S,1,1450,66,Regular Day,0,N/A - Offline,0,Yes,UPI,5,Not Returned,0,Monthly,Gen X (41-60),1450,1450
TXN509389,CUST102991,2023-04-27,44,Male,Kolkata,Online,Amazon,Clothing,T-shirt,Nike,Yellow,M,2,6237,58,Regular Day,99,Standard,6,No,Wallet,3,Not Returned,1,Fortnightly,Gen X (41-60),12474,12573
TXN502574,CUST100839,2023-04-27,56,Female,Pune,Online,Flipkart,Clothing,T-shirt,Levis,Red,L,1,2812,50,Regular Day,199,Express,2,No,Wallet,4,Not Returned,1,Fortnightly,Gen X (41-60),2812,3011
TXN503386,CUST101090,2023-04-27,39,Female,Bhubaneswar,Offline,N/A - Offline,Footwear,Formal Shoes,Bata,Yellow,11,1,1719,45,Regular Day,0,N/A - Offline,0,No,UPI,5,Not Returned,2,Fortnightly,Millennials (26-40),1719,1719
TXN501876,CUST100612,2023-04-27,50,Female,Hyderabad,Online,Myntra,Footwear,Formal Shoes,Campus,Red,10,1,931,31,Regular Day,0,Express,4,No,Debit Card,5,Not Returned,0,Monthly,Gen X (41-60),931,931
TXN508520,CUST102740,2023-04-27,25,Male,Bhubaneswar,Offline,N/A - Offline,Clothing,Shorts,Bewakoof,Brown,L,1,296,52,Regular Day,0,N/A - Offline,0,No,Debit Card,5,Returned,1,Fortnightly,Gen Z (18-25),296,296
TXN504982,CUST101646,2023-04-27,32,Male,Lucknow,Offline,N/A - Offline,Footwear,Sandals,Bata,Pink,11,1,2021,35,Regular Day,0,N/A - Offline,0,No,Cash on Delivery,3,Returned,0,Quarterly,Millennials (26-40),2021,2021
